experiment_id,label,left_arm,right_arm,multiplicity_family,scope,endpoint,estimand,n_ita_pairs,n_common_served,left_ita_rate,right_ita_rate,ita_delta_right_minus_left,common_served_outcome_gain_n,common_served_outcome_loss_n,common_served_outcome_contribution,right_only_service_positive_n,right_only_service_positive_contribution,left_only_service_positive_n,left_only_service_positive_contribution,decomposition_sum,common_served_conditional_delta,provenance
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,199,0.245,0.64,0.395,88,9,0.395,0,0.0,0,0.0,0.395,0.3969849246231156,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,199,0.295,0.165,-0.13,16,42,-0.13,0,0.0,0,0.0,-0.13,-0.1306532663316583,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,199,0.54,0.805,0.265,60,7,0.265,0,0.0,0,0.0,0.265,0.2663316582914573,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,DA,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.21,0.66,0.45,52,7,0.45,0,0.0,0,0.0,0.45,0.45,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,DA,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.4,0.21,-0.19,12,31,-0.19,0,0.0,0,0.0,-0.19,-0.19,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,DA,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.61,0.87,0.26,30,4,0.26,0,0.0,0,0.0,0.26,0.26,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,DA,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.38,0.64,0.26,35,9,0.26,0,0.0,0,0.0,0.26,0.26,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.28,0.62,0.34,36,2,0.34,0,0.0,0,0.0,0.34,0.3434343434343434,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.19,0.12,-0.07,4,11,-0.07,0,0.0,0,0.0,-0.07,-0.0707070707070707,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.47,0.74,0.27,30,3,0.27,0,0.0,0,0.0,0.27,0.2727272727272727,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__ab02_flat,ab02_flat__clean_fixed,ab02_flat__options_fixed,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.31,0.59,0.28,31,3,0.28,0,0.0,0,0.0,0.28,0.2828282828282828,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,178,0.19,0.605,0.415,82,3,0.395,7,0.035,3,-0.015,0.41500000000000004,0.4438202247191011,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,178,0.33,0.185,-0.145,13,42,-0.145,1,0.005,1,-0.005,-0.145,-0.16292134831460675,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,178,0.52,0.79,0.27,59,9,0.25,8,0.04,4,-0.02,0.26999999999999996,0.2808988764044944,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,DA,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,95,0.14,0.63,0.49,47,2,0.45,4,0.04,0,0.0,0.49,0.47368421052631576,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,DA,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,95,0.47,0.27,-0.2,10,30,-0.2,0,0.0,0,0.0,-0.2,-0.21052631578947367,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,DA,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,95,0.61,0.9,0.29,30,5,0.25,4,0.04,0,0.0,0.29,0.2631578947368421,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,DA,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,95,0.32,0.66,0.34,36,6,0.3,4,0.04,0,0.0,0.33999999999999997,0.3157894736842105,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,83,0.24,0.58,0.34,35,1,0.34,3,0.03,3,-0.03,0.33999999999999997,0.40963855421686746,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,83,0.19,0.1,-0.09,3,12,-0.09,1,0.01,1,-0.01,-0.09,-0.10843373493975904,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,83,0.43,0.68,0.25,29,4,0.25,4,0.04,4,-0.04,0.24999999999999997,0.30120481927710846,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_fixed__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__options_fixed,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,83,0.31,0.59,0.28,29,1,0.28,3,0.03,3,-0.03,0.28,0.3373493975903614,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,198,0.285,0.595,0.31,71,9,0.31,0,0.0,0,0.0,0.31,0.31313131313131315,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,198,0.26,0.16,-0.1,13,33,-0.1,0,0.0,0,0.0,-0.1,-0.10101010101010101,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,198,0.545,0.755,0.21,54,12,0.21,0,0.0,0,0.0,0.21,0.21212121212121213,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,DA,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,98,0.25,0.61,0.36,41,5,0.36,0,0.0,0,0.0,0.36,0.3673469387755102,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,DA,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,98,0.37,0.21,-0.16,9,25,-0.16,0,0.0,0,0.0,-0.16,-0.16326530612244897,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,DA,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,98,0.62,0.82,0.2,27,7,0.2,0,0.0,0,0.0,0.2,0.20408163265306123,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,DA,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,98,0.31,0.63,0.32,38,6,0.32,0,0.0,0,0.0,0.32,0.32653061224489793,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.32,0.58,0.26,30,4,0.26,0,0.0,0,0.0,0.26,0.26,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.15,0.11,-0.04,4,8,-0.04,0,0.0,0,0.0,-0.04,-0.04,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.47,0.69,0.22,27,5,0.22,0,0.0,0,0.0,0.22,0.22,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__ab02_flat,ab02_flat__clean_shuffled_blocks,ab02_flat__options_shuffled_blocks,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.29,0.55,0.26,30,4,0.26,0,0.0,0,0.0,0.26,0.26,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,168,0.215,0.495,0.28,62,6,0.28,5,0.025,5,-0.025,0.28,0.3333333333333333,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,168,0.295,0.215,-0.08,16,27,-0.055,3,0.015,8,-0.04,-0.08,-0.06547619047619048,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,168,0.51,0.71,0.2,51,6,0.225,8,0.04,13,-0.065,0.2,0.26785714285714285,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,DA,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,83,0.15,0.46,0.31,31,2,0.29,4,0.04,2,-0.02,0.30999999999999994,0.3493975903614458,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,DA,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,83,0.43,0.32,-0.11,9,17,-0.08,3,0.03,6,-0.06,-0.11,-0.0963855421686747,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,DA,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,83,0.58,0.78,0.2,24,3,0.21,7,0.07,8,-0.08,0.2,0.25301204819277107,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,DA,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,83,0.31,0.53,0.22,29,8,0.21,4,0.04,3,-0.03,0.22,0.25301204819277107,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,85,0.28,0.53,0.25,31,4,0.27,1,0.01,3,-0.03,0.25,0.3176470588235294,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,85,0.16,0.11,-0.05,7,10,-0.03,0,0.0,2,-0.02,-0.05,-0.03529411764705882,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,85,0.44,0.64,0.2,27,3,0.24,1,0.01,5,-0.05,0.2,0.2823529411764706,blinded_model_panel_sensitivity_not_root
E1,options_vs_clean_shuffled__aphhm_hierarchical,aphhm_hierarchical__clean_shuffled_blocks,aphhm_hierarchical__options_shuffled_blocks,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,85,0.3,0.53,0.23,29,3,0.26,1,0.01,4,-0.04,0.23,0.3058823529411765,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,199,0.245,0.285,0.04,20,12,0.04,0,0.0,0,0.0,0.04,0.04020100502512563,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,199,0.295,0.26,-0.035,16,23,-0.035,0,0.0,0,0.0,-0.035,-0.035175879396984924,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,199,0.54,0.545,0.005,21,20,0.005,0,0.0,0,0.0,0.005,0.005025125628140704,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,DA,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.21,0.25,0.04,12,8,0.04,0,0.0,0,0.0,0.04,0.04040404040404041,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,DA,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.4,0.37,-0.03,12,15,-0.03,0,0.0,0,0.0,-0.03,-0.030303030303030304,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,DA,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.61,0.62,0.01,11,10,0.01,0,0.0,0,0.0,0.01,0.010101010101010102,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,DA,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.38,0.31,-0.07,9,16,-0.07,0,0.0,0,0.0,-0.07,-0.0707070707070707,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.28,0.32,0.04,8,4,0.04,0,0.0,0,0.0,0.04,0.04,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.19,0.15,-0.04,4,8,-0.04,0,0.0,0,0.0,-0.04,-0.04,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.47,0.47,0.0,10,10,0.0,0,0.0,0,0.0,0.0,0.0,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__ab02_flat,ab02_flat__clean_fixed,ab02_flat__clean_shuffled_blocks,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,100,0.31,0.29,-0.02,8,10,-0.02,0,0.0,0,0.0,-0.02,-0.02,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,180,0.19,0.215,0.025,17,11,0.03,1,0.005,2,-0.01,0.024999999999999994,0.03333333333333333,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,180,0.33,0.295,-0.035,10,17,-0.035,4,0.02,4,-0.02,-0.035,-0.03888888888888889,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,180,0.52,0.51,-0.01,16,17,-0.005,5,0.025,6,-0.03,-0.009999999999999998,-0.005555555555555556,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,DA,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,89,0.14,0.15,0.01,9,7,0.02,0,0.0,1,-0.01,0.01,0.02247191011235955,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,DA,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,89,0.47,0.43,-0.04,7,9,-0.02,2,0.02,4,-0.04,-0.04,-0.02247191011235955,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,DA,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,89,0.61,0.58,-0.03,7,7,0.0,2,0.02,5,-0.05,-0.030000000000000002,0.0,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,DA,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,89,0.32,0.31,-0.01,14,12,0.02,0,0.0,3,-0.03,-0.009999999999999998,0.02247191011235955,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,91,0.24,0.28,0.04,8,4,0.04,1,0.01,1,-0.01,0.04,0.04395604395604396,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,91,0.19,0.16,-0.03,3,8,-0.05,2,0.02,0,0.0,-0.030000000000000002,-0.054945054945054944,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,91,0.43,0.44,0.01,9,10,-0.01,3,0.03,1,-0.01,0.009999999999999997,-0.01098901098901099,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_clean__aphhm_hierarchical,aphhm_hierarchical__clean_fixed,aphhm_hierarchical__clean_shuffled_blocks,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,91,0.31,0.3,-0.01,8,10,-0.02,2,0.02,1,-0.01,-0.01,-0.02197802197802198,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,198,0.64,0.595,-0.045,12,21,-0.045,1,0.005,1,-0.005,-0.045,-0.045454545454545456,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,198,0.165,0.16,-0.005,10,11,-0.005,0,0.0,0,0.0,-0.005,-0.005050505050505051,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,198,0.805,0.755,-0.05,9,19,-0.05,1,0.005,1,-0.005,-0.05,-0.050505050505050504,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,DA,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.66,0.61,-0.05,6,10,-0.04,0,0.0,1,-0.01,-0.05,-0.04040404040404041,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,DA,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.21,0.21,0.0,7,7,0.0,0,0.0,0,0.0,0.0,0.0,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,DA,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.87,0.82,-0.05,4,8,-0.04,0,0.0,1,-0.01,-0.05,-0.04040404040404041,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,DA,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.64,0.63,-0.01,5,5,0.0,0,0.0,1,-0.01,-0.01,0.0,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.62,0.58,-0.04,6,11,-0.05,1,0.01,0,0.0,-0.04,-0.050505050505050504,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.12,0.11,-0.01,3,4,-0.01,0,0.0,0,0.0,-0.01,-0.010101010101010102,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.74,0.69,-0.05,5,11,-0.06,1,0.01,0,0.0,-0.049999999999999996,-0.06060606060606061,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__ab02_flat,ab02_flat__options_fixed,ab02_flat__options_shuffled_blocks,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,100,99,0.59,0.55,-0.04,8,13,-0.05,1,0.01,0,0.0,-0.04,-0.050505050505050504,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__aphhm_hierarchical,aphhm_hierarchical__options_fixed,aphhm_hierarchical__options_shuffled_blocks,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,167,0.605,0.495,-0.11,11,23,-0.06,6,0.03,16,-0.08,-0.11,-0.0718562874251497,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__aphhm_hierarchical,aphhm_hierarchical__options_fixed,aphhm_hierarchical__options_shuffled_blocks,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,167,0.185,0.215,0.03,14,7,0.035,1,0.005,2,-0.01,0.03,0.041916167664670656,blinded_model_panel_sensitivity_not_root
E1,shuffle_vs_fixed_options__aphhm_hierarchical,aphhm_hierarchical__options_fixed,aphhm_hierarchical__options_shuffled_blocks,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,200,167,0.79,0.71,-0.08,6,11,-0.025,7,0.035,18,-0.09,-0.07999999999999999,-0.029940119760479042,blinded_model_panel_sensitivity_not_root
